Ref,Status,Design ,Type ,Mode,2024_Outstanding Benefits-RiskScore,2024_Membership, 2024_Total Net Assets ,2024_ExpensesTo TotalAssets Ratio,2024_OUTFLOW/INFLOW - Liquidity Ratio,2024_Overall Risk Score,2024_ReturnOn Investment,2024_UnremmittedContributions/Total Assets,2024_Compliance toTable G,2024_Inflation,2024_interest_rates,2024_exchange_rates,2023_Outstanding Benefits-RiskScore,2023_Membership,2023_Total Net Assets,2023_ExpensesTo TotalAssets Ratio,2023_OUTFLOW/INFLOW - Liquidity Ratio,2023_Overall Risk Score,2023_ReturnOn Investment,2023_UnremmittedContributions/Total Assets,2023_Compliance toTable G,2023_Inflation,2023_interest_rates,2023_exchange_rates,2022_Outstanding Benefits-RiskScore,2022_Membership,2022_Total Net Assets,2022_ExpensesTo TotalAssets Ratio,2022_OUTFLOW/INFLOW - Liquidity Ratio,2022_Overall Risk Score,2022_ReturnOn Investment,2022_UnremmittedContributions/Total Assets,2022_Compliance toTable G,2022_Inflation,2022_interest_rates,2022_exchange_rates,2021_Outstanding Benefits-RiskScore,2021_Membership,2021_Total Net Assets,2021_ExpensesTo TotalAssets Ratio,2021_OUTFLOW/INFLOW - Liquidity Ratio,2021_Overall Risk Score,2021_ReturnOn Investment,2021_UnremmittedContributions/Total Assets,2021_Compliance toTable G,2021_Inflation,2021_interest_rates,2021_exchange_rates,2020_Outstanding Benefits-RiskScore,2020_Membership,2020_Total Net Assets,2020_ExpensesTo TotalAssets Ratio,2020_OUTFLOW/INFLOW - Liquidity Ratio,2020_Overall Risk Score,2020_ReturnOn Investment,2020_UnremmittedContributions/Total Assets,2020_Compliance toTable G,2020_Inflation,2020_interest_rates,2020_exchange_rates,2019_Outstanding Benefits-RiskScore,2019_Membership,2019_Total Net Assets,2019_ExpensesTo TotalAssets Ratio,2019_OUTFLOW/INFLOW - Liquidity Ratio,2019_Overall Risk Score,2019_ReturnOn Investment,2019_UnremmittedContributions/Total Assets,2019_Compliance toTable G,2019_Inflation,2019_interest_rates,2019_exchange_rates,2018_Outstanding Benefits-RiskScore,2018_Membership,2018_Total Net Assets,2018_ExpensesTo TotalAssets Ratio,2018_OUTFLOW/INFLOW - Liquidity Ratio,2018_Overall Risk Score,2018_ReturnOn Investment,2018_UnremmittedContributions/Total Assets,2018_Compliance toTable G,2018_Inflation,2018_interest_rates,2018_exchange_rates,2017_Outstanding Benefits-RiskScore,2017_Membership,2017_Total Net Assets,2017_ExpensesTo TotalAssets Ratio,2017_OUTFLOW/INFLOW - Liquidity Ratio,2017_Overall Risk Score,2017_ReturnOn Investment,2017_UnremmittedContributions/Total Assets,2017_Compliance toTable G,2017_Inflation,2017_interest_rates,2017_exchange_rates,2016_Outstanding Benefits-RiskScore,2016_Membership,2016_Total Net Assets,2016_ExpensesTo TotalAssets Ratio,2016_OUTFLOW/INFLOW - Liquidity Ratio,2016_Overall Risk Score,2016_ReturnOn Investment,2016_UnremmittedContributions/Total Assets,2016_Compliance toTable G,2016_Inflation,2016_interest_rates,2016_exchange_rates,2015_Outstanding Benefits-RiskScore,2015_Membership,2015_Total Net Assets,2015_ExpensesTo TotalAssets Ratio,2015_OUTFLOW/INFLOW - Liquidity Ratio,2015_Overall Risk Score,2015_ReturnOn Investment,2015_UnremmittedContributions/Total Assets,2015_Compliance toTable G,2015_Inflation,2015_interest_rates,2015_exchange_rates,2014_Outstanding Benefits-RiskScore,2014_Membership,2014_Total Net Assets,2014_ExpensesTo TotalAssets Ratio,2014_OUTFLOW/INFLOW - Liquidity Ratio,2014_Overall Risk Score,2014_ReturnOn Investment,2014_UnremmittedContributions/Total Assets,2014_Compliance toTable G,2014_Inflation,2014_interest_rates,2014_exchange_rates
621,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,79," 5,177,862.00 ",1.18%,134%,3.24,10%,0%,1,5%,11%,134.8,1,64," 4,969,162.00 ",1.20%,324%,3.28,9%,0%,5,7%,13%,151.77,1,65," 4,469,432.00 ",1.34%,843%,3.28,7%,0%,5,9%,9%,121.95,1,66," 4,124,960.00 ",1.03%,370%,3.52,10%,0%,5,6%,7%,111.93,0,66," 3,709,601.00 ",1.07%,330%,0,7%,1%,0,5%,7%,109.51,0,68," 3,387,974.00 ",1.13%,148%,0,9%,0%,0,5%,9%,102.55,0,70," 3,219,821.00 ",0.86%,127%,0,10%,0%,0,6%,9%,101.88,0,70," 3,109,654.00 ",1.42%,164%,0,9%,0%,0,5%,10%,103.37,0,66," 2,916,609.00 ",1.24%,97%,0,7%,0%,0,7%,10%,101.78,0,0," 2,928,418.00 ",0.84%,114%,0,6%,1%,0,7%,13%,103.78,,,,,,,,,,,,
622,Active,Defined Benefit,Pension Scheme,Segregated funds,5,943," 1,026,994,762.00 ",0.89%,1%,4.08,1%,0%,5,5%,11%,134.8,0,944," 1,943,460,136.00 ",0.56%,2%,0,0%,0%,0,7%,13%,151.77,5,1055," 2,009,113,473.00 ",0.48%,713%,4.14,0%,0%,5,9%,9%,121.95,1,1079," 1,523,259,957.00 ",0.37%,1300%,3.49,0%,0%,5,6%,7%,111.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0," 707,227,957.00 ",0.99%,410%,0,11%,0%,0,7%,13%,103.78,,,,,,,,,,,,
623,Active,Defined Contribution,Provident Fund,Segregated funds,1,156," 367,839,352.00 ",1.00%,573%,3.22,24%,0%,1,5%,11%,134.8,5,155," 270,051,332.00 ",1.19%,515%,4.02,1%,0%,1,7%,13%,151.77,5,142," 245,160,752.00 ",1.17%,225%,4.02,3%,0%,1,9%,9%,121.95,5,143," 226,473,798.00 ",1.25%,260%,4.2,11%,0%,1,6%,7%,111.93,0,137," 195,987,835.00 ",1.28%,295%,0,7%,0%,0,5%,7%,109.51,0,125," 172,930,150.00 ",1.35%,249%,0,14%,0%,0,5%,9%,102.55,0,125," 146,395,132.00 ",1.36%,269%,0,4%,0%,0,6%,9%,101.88,0,117," 131,227,567.00 ",1.32%,1490%,0,15%,0%,0,5%,10%,103.37,0,95," 97,358,606.00 ",1.72%,900%,0,10%,0%,0,7%,10%,101.78,0,91," 78,250,965.00 ",1.52%,433%,0,2%,0%,0,7%,13%,103.78,0,0," 68,309,131.00 ",1.02%,1940%,0,12%,0%,0,7%,10%,101.78
624,Active,Defined Contribution,Provident Fund,Segregated funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6," 2,255,652.00 ",2.38%,208%,0,0%,70%,0,5%,9%,102.55,0,30," 2,056,686.00 ",14.19%,4%,0,23%,0%,0,6%,9%,101.88,0,30," 12,064,166.00 ",4.12%,33%,0,25%,0%,0,5%,10%,103.37,0,43," 20,314,426.00 ",3.33%,157%,0,7%,0%,0,7%,10%,101.78,0,53," 19,151,548.00 ",2.60%,16%,0,0%,0%,0,7%,13%,103.78,0,70," 28,197,768.00 ",3.18%,155%,0,12%,0%,0,7%,10%,101.78
627,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,168," 533,613,405.00 ",0.21%,2879%,2.8,9%,1%,1,5%,11%,134.8,0,168," 455,642,920.00 ",0.22%,1851%,0,99%,1%,0,7%,13%,151.77,1,157," 408,706,935.00 ",0.22%,309%,2.94,9%,0%,5,9%,9%,121.95,1,155," 363,382,949.00 ",0.23%,335%,2.72,9%,0%,5,6%,7%,111.93,0,156," 321,510,330.00 ",0.23%,330%,0,9%,0%,0,5%,7%,109.51,0,137," 282,885,046.00 ",0.23%,231%,0,9%,0%,0,5%,9%,102.55,0,140," 254,769,053.00 ",0.24%,428%,0,8%,0%,0,6%,9%,101.88,0,140," 220,925,482.00 ",0.24%,3746%,0,8%,0%,0,5%,10%,103.37,0,111," 184,016,362.00 ",0.24%,302%,0,3%,0%,0,7%,10%,101.78,0,0," 167,558,889.00 ",0.25%,842%,0,2%,0%,0,7%,13%,103.78,0,122," 148,013,893.00 ",0.25%,1954%,0,6%,0%,0,7%,10%,101.78
628,Active,Defined Benefit,Pension Scheme,Segregated funds,5,824," 2,578,654,369.00 ",0.89%,333%,3.52,20%,0%,1,5%,11%,134.8,5,716," 2,850,182,235.00 ",0.75%,74%,3.94,1%,0%,1,7%,13%,151.77,5,533," 2,165,686,347.00 ",0.75%,167%,3.83,4%,0%,1,9%,9%,121.95,5,557," 2,092,297,993.00 ",0.74%,272%,4.23,10%,0%,1,6%,7%,111.93,0,871," 1,866,459,381.00 ",0.74%,100%,0,5%,0%,0,5%,7%,109.51,0,618," 1,869,919,010.00 ",0.99%,227%,0,12%,0%,0,5%,9%,102.55,0,639," 1,738,951,946.00 ",1.14%,-1232%,0,-69%,0%,0,6%,9%,101.88,0,878," 3,034,845,868.00 ",0.81%,246%,0,8%,0%,0,5%,10%,103.37,0,669," 2,897,123,274.00 ",0.75%,157%,0,6%,0%,0,7%,10%,101.78,0,683," 2,838,310,750.00 ",0.54%,33%,0,1%,0%,0,7%,13%,103.78,0,948," 2,894,833,711.00 ",0.99%,362%,0,12%,0%,0,7%,10%,101.78
632,Active,Defined Benefit,Pension Scheme,Segregated funds,1,1652," 7,305,432,285.00 ",1.05%,113%,3,10%,0%,1,5%,11%,134.8,0,1575," 7,231,956,864.28 ",1.00%,64%,0,3%,0%,0,7%,13%,151.77,1,1662," 7,439,131,492.00 ",0.97%,-17%,3.21,-1%,0%,1,9%,9%,121.95,1,1668," 8,133,986,099.32 ",0.81%,138%,3.4,9%,0%,1,6%,7%,111.93,0,1664," 7,921,186,371.00 ",0.83%,93%,0,6%,0%,0,5%,7%,109.51,0,998," 7,958,520,799.00 ",1.37%,80%,0,5%,0%,0,5%,9%,102.55,0,1590," 8,060,965,923.00 ",0.65%,193%,0,11%,0%,0,6%,9%,101.88,0,1791," 7,648,910,073.00 ",0.67%,182%,0,11%,0%,0,5%,10%,103.37,0,1662," 7,283,960,460.00 ",1.18%,83%,0,4%,0%,0,7%,10%,101.78,,,,,,,,,,,,,,,,,,,,,,,,
634,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,1319," 963,495,631.00 ",0.30%,318%,1.44,11%,0%,1,5%,11%,134.8,0,1340," 863,101,757.00 ",0.30%,296%,0,9%,0%,0,7%,13%,151.77,1,0," 786,785,254.00 ",0.30%,240%,2.25,9%,0%,5,9%,9%,121.95,1,1460," 722,942,305.00 ",0.31%,255%,2.48,9%,0%,5,6%,7%,111.93,0,1397," 659,528,377.00 ",0.32%,205%,0,8%,0%,0,5%,7%,109.51,0,1388," 613,742,534.00 ",0.34%,335%,0,9%,0%,0,5%,9%,102.55,0,1334," 539,899,003.00 ",0.41%,229%,0,7%,0%,0,6%,9%,101.88,0,1313," 491,947,762.00 ",0.46%,320%,0,11%,0%,0,5%,10%,103.37,0,1355," 429,188,247.00 ",0.46%,253%,0,8%,0%,0,7%,10%,101.78,0,1304," 386,004,262.00 ",0.51%,231%,0,8%,0%,0,7%,13%,103.78,0,1229," 351,503,198.00 ",0.49%,269%,0,11%,0%,0,7%,10%,101.78
635,Active,Defined Contribution,Provident Fund,Segregated funds,1,42," 15,802,883.00 ",1.90%,269%,3.32,21%,0%,1,5%,11%,134.8,0,42," 13,685,484.00 ",2.19%,77%,0,6%,0%,0,7%,13%,151.77,5,47," 13,972,030.00 ",1.85%,103%,4.12,7%,0%,1,9%,9%,121.95,1,53," 13,937,958.00 ",1.85%,396%,3.48,8%,0%,5,6%,7%,111.93,0,53," 13,054,693.00 ",1.96%,78%,0,11%,0%,0,5%,7%,109.51,0,56," 13,479,228.00 ",2.12%,351%,0,11%,0%,0,5%,9%,102.55,0,98," 12,357,722.00 ",2.18%,42%,0,15%,0%,0,6%,9%,101.88,0,103," 15,376,185.00 ",3.68%,161%,0,15%,0%,0,5%,10%,103.37,0,106," 14,332,380.00 ",10.22%,174%,0,14%,0%,0,7%,10%,101.78,,,,,,,,,,,,,,,,,,,,,,,,
64,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,254," 254,730,443.00 ",0.75%,61%,2.97,13%,0%,1,5%,11%,134.8,1,257," 293,745,206.42 ",0.59%,173%,2.49,10%,0%,5,7%,13%,151.77,1,260," 267,273,192.00 ",0.54%,739%,2.48,9%,0%,5,9%,9%,121.95,1,120," 220,853,972.00 ",0.68%,423%,2.72,10%,0%,5,6%,7%,111.93,0,110," 185,537,238.00 ",0.73%,439%,0,9%,0%,0,5%,7%,109.51,0,171," 152,061,540.00 ",0.48%,381%,0,10%,0%,0,5%,9%,102.55,0,125," 125,737,256.00 ",0.08%,490%,0,9%,0%,0,6%,9%,101.88,0,176," 101,386,346.00 ",0.71%,173%,0,10%,0%,0,5%,10%,103.37,0,194," 89,460,563.00 ",0.71%,130%,0,8%,0%,0,7%,10%,101.78,0,218," 85,149,665.00 ",0.71%,105%,0,8%,0%,0,7%,13%,103.78,0,109," 84,185,506.00 ",0.93%,226%,0,11%,0%,0,7%,10%,101.78
640,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,293," 115,749,600.00 ",0.58%,48%,2.42,4%,0%,1,5%,11%,134.8,0,293," 132,577,258.00 ",0.28%,77%,0,10%,0%,0,7%,13%,151.77,1,0," 140,380,193.00 ",0.28%,149%,2.48,6%,0%,5,9%,9%,121.95,1,186," 131,448,174.00 ",0.27%,129%,2.64,7%,0%,5,6%,7%,111.93,0,282," 124,951,158.00 ",0.23%,237%,0,6%,0%,0,5%,7%,109.51,0,282," 108,904,770.00 ",0.03%,82%,0,10%,0%,0,5%,9%,102.55,0,205," 114,463,635.00 ",0.23%,1672%,0,6%,0%,0,6%,9%,101.88,0,226," 90,490,657.00 ",0.24%,508%,0,10%,0%,0,5%,10%,103.37,0,138," 69,683,283.00 ",0.27%,712%,0,7%,0%,0,7%,10%,101.78,0,138," 53,209,662.00 ",0.29%,780%,0,7%,2%,0,7%,13%,103.78,0,108," 40,127,903.00 ",0.23%,289%,0,10%,0%,0,7%,10%,101.78
641,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,227," 774,327,334.00 ",0.26%,311%,2.2,9%,0%,1,5%,11%,134.8,1,222," 690,547,059.00 ",0.21%,326%,2.47,10%,0%,5,7%,13%,151.77,1,214," 607,203,553.00 ",0.27%,609%,2.47,9%,0%,5,9%,9%,121.95,1,254," 516,191,532.00 ",0.24%,431%,2.8,9%,0%,5,6%,7%,111.93,0,240," 441,155,843.00 ",0.27%,253%,0,9%,0%,0,5%,7%,109.51,0,239," 383,278,291.00 ",0.28%,497%,0,9%,0%,0,5%,9%,102.55,0,215," 315,878,670.00 ",0.33%,448%,0,10%,0%,0,6%,9%,101.88,0,205," 260,271,567.00 ",0.33%,447%,0,9%,0%,0,5%,10%,103.37,0,221," 213,538,145.00 ",0.43%,178%,0,10%,0%,0,7%,10%,101.78,0,171," 189,973,987.00 ",0.31%,285%,0,12%,0%,0,7%,13%,103.78,0,156," 156,492,618.00 ",0.44%,258%,0,12%,0%,0,7%,10%,101.78
645,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,0," 1,547,217,503.00 ",0.23%,208%,2.8,9%,0%,1,5%,11%,134.8,0,159," 1,429,477,412.00 ",0.26%,117%,0,10%,0%,0,7%,13%,151.77,1,172," 1,395,659,510.00 ",0.22%,410%,2.39,9%,0%,5,9%,9%,121.95,5,191," 1,239,377,002.00 ",0.42%,378%,3.44,10%,0%,5,6%,7%,111.93,0,182," 1,098,664,646.00 ",0.31%,129%,0,10%,0%,0,5%,7%,109.51,0,183," 1,058,795,960.00 ",0.15%,107%,0,10%,0%,0,5%,9%,102.55,0,193," 1,047,721,337.00 ",0.20%,222%,0,10%,0%,0,6%,9%,101.88,0,330," 952,946,746.00 ",0.19%,143%,0,10%,0%,0,5%,10%,103.37,0,250," 905,109,238.00 ",0.21%,108%,0,12%,0%,0,7%,10%,101.78,0,276," 892,251,307.00 ",0.19%,151%,0,13%,0%,0,7%,13%,103.78,0,334," 832,147,753.00 ",0.19%,89%,0,14%,0%,0,7%,10%,101.78
65,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,24," 18,689,604.00 ",0.74%,1338%,2.92,11%,0%,1,5%,11%,134.8,0,34," 16,836,790.00 ",0.96%,899%,0,9%,0%,0,7%,13%,151.77,5,0," 22,368,883.00 ",1.70%,98%,3.96,4%,0%,5,9%,9%,121.95,5,34," 22,392,004.00 ",0.42%,95%,4.21,6%,1%,5,6%,7%,111.93,0,34," 22,461,934.00 ",0.29%,984%,0,5%,0%,0,5%,7%,109.51,0,34," 21,421,871.00 ",1.05%,17%,0,9%,1%,0,5%,9%,102.55,0,39," 30,876,711.00 ",0.96%,29%,0,8%,1%,0,6%,9%,101.88,0,19," 41,065,087.00 ",0.31%,100%,0,9%,1%,0,5%,10%,103.37,0,31," 41,079,404.00 ",0.26%,66%,0,8%,1%,0,7%,10%,101.78,0,31," 43,893,588.00 ",0.34%,70%,0,7%,0%,0,7%,13%,103.78,0,25," 46,343,287.00 ",0.28%,70%,0,12%,0%,0,7%,10%,101.78
653,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,0," 39,449,149.00 ",0.26%,1266%,4,9%,1%,1,5%,11%,134.8,0,18," 36,030,704.00 ",0.25%,60%,0,11%,1%,0,7%,13%,151.77,1,18," 38,604,036.00 ",0.25%,109%,3.44,10%,1%,5,9%,9%,121.95,1,44," 38,290,872.00 ",0.25%,176%,3.52,10%,1%,5,6%,7%,111.93,0,24," 36,204,445.00 ",0.47%,18%,0,13%,0%,0,5%,7%,109.51,0,28," 68,931,774.00 ",0.23%,548%,0,10%,0%,0,5%,9%,102.55,0,30," 61,087,483.00 ",0.23%,314%,0,10%,0%,0,6%,9%,101.88,0,41," 54,693,471.00 ",0.23%,64%,0,10%,0%,0,5%,10%,103.37,0,24," 39,562,230.00 ",0.57%,561%,0,10%,0%,0,7%,10%,101.78,0,43," 59,803,849.00 ",0.23%,877%,0,13%,0%,0,7%,13%,103.78,0,41," 49,958,560.00 ",0.24%,969%,0,13%,0%,0,7%,10%,101.78
659,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,2648," 5,276,861,048.00 ",0.26%,287%,2.65,12%,0%,1,5%,11%,134.8,1,1946," 4,477,532,364.00 ",0.33%,211%,2.12,10%,0%,5,7%,13%,151.77,1,1535," 3,970,764,538.00 ",0.39%,298%,2.36,9%,0%,5,9%,9%,121.95,1,1399," 3,397,584,692.00 ",0.39%,345%,2.54,10%,0%,5,6%,7%,111.93,0,1405," 2,844,942,555.00 ",0.39%,534%,0,9%,0%,0,5%,7%,109.51,0,1295," 2,331,886,442.00 ",0.39%,418%,0,10%,0%,0,5%,9%,102.55,0,1190," 1,893,717,528.00 ",0.37%,488%,0,9%,0%,0,6%,9%,101.88,0,1152," 1,543,734,634.00 ",0.36%,841%,0,9%,0%,0,5%,10%,103.37,0,1025," 1,191,971,918.00 ",0.44%,690%,0,9%,0%,0,7%,10%,101.78,0,906," 933,531,923.00 ",0.34%,425%,0,10%,0%,0,7%,13%,103.78,0,0," 753,942,453.00 ",0.42%,1046%,0,11%,0%,0,7%,10%,101.78
66,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,153," 44,680,155.00 ",2.21%,4%,3.7,11%,12%,1,5%,11%,134.8,1,161," 122,293,624.00 ",1.14%,11%,3.9,15%,17%,5,7%,13%,151.77,1,175," 267,222,609.00 ",0.55%,130%,3.86,6%,8%,5,9%,9%,121.95,1,192," 262,448,565.00 ",0.53%,26%,4.08,9%,8%,5,6%,7%,111.93,0,210," 347,931,539.00 ",0.44%,131%,0,8%,5%,0,5%,7%,109.51,0,236," 339,416,593.00 ",0.43%,191%,0,9%,5%,0,5%,9%,102.55,0,229," 319,541,976.00 ",0.54%,472%,0,8%,5%,0,6%,9%,101.88,0,255," 292,441,755.00 ",0.54%,148%,0,9%,2%,0,5%,10%,103.37,0,276," 279,124,637.00 ",0.55%,173%,0,8%,8%,0,7%,10%,101.78,0,197," 260,486,713.00 ",0.53%,392%,0,7%,1%,0,7%,13%,103.78,0,235," 229,661,447.00 ",0.52%,547%,0,10%,1%,0,7%,10%,101.78
660,Active,Defined Contribution,Pension Scheme,Guaranteed funds,5,749," 246,736,788.00 ",0.64%,499%,2.37,11%,0%,1,5%,11%,134.8,1,725," 206,703,446.00 ",0.62%,190%,2.42,10%,0%,5,7%,13%,151.77,1,710," 188,362,175.00 ",0.64%,133%,2.45,10%,0%,5,9%,9%,121.95,1,767," 179,425,437.00 ",0.71%,290%,2.67,10%,0%,5,6%,7%,111.93,0,695," 159,377,018.00 ",0.61%,82%,0,11%,0%,0,5%,7%,109.51,0,613," 166,778,225.00 ",0.63%,377%,0,10%,0%,0,5%,9%,102.55,0,0," 142,385,591.00 ",0.63%,387%,0,9%,0%,0,6%,9%,101.88,0,0," 120,924,475.00 ",0.69%,545%,0,10%,0%,0,5%,10%,103.37,0,0," 98,608,047.00 ",0.93%,454%,0,9%,0%,0,7%,10%,101.78,0,0," 80,052,998.00 ",1.20%,569%,0,10%,0%,0,7%,13%,103.78,0,0," 62,564,883.00 ",0.42%,283%,0,11%,0%,0,7%,10%,101.78
665,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,0, -   ,0.00%,0%,2.98,0%,0%,1,5%,11%,134.8,0,0," 37,737,235.00 ",0.25%,11311%,0,100%,0%,0,7%,13%,151.77,1,72," 33,492,969.00 ",0.26%,69%,3.26,10%,0%,5,9%,9%,121.95,1,169," 35,385,074.00 ",0.25%,391%,3.6,15%,0%,5,6%,7%,111.93,0,38," 31,405,550.00 ",0.28%,49%,0,4%,1%,0,5%,7%,109.51,0,0," 33,393,885.00 ",0.26%,78%,0,10%,0%,0,5%,9%,102.55,0,71," 35,026,022.00 ",0.25%,26%,0,12%,0%,0,6%,9%,101.88,0,73," 331,476,239.00 ",0.57%,516%,0,10%,0%,0,5%,10%,103.37,0,64," 51,198,714.00 ",0.24%,345%,0,10%,0%,0,7%,10%,101.78,0,85," 44,575,205.00 ",0.24%,986%,0,13%,0%,0,7%,13%,103.78,0,118," 36,329,414.00 ",0.25%,362%,0,12%,0%,0,7%,10%,101.78
666,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,4," 17,884,440.00 ",0.33%,3671%,4.2,9%,1%,1,5%,11%,134.8,0,0," 15,001,097.00 ",0.28%,1580%,0,10%,0%,0,7%,13%,151.77,1,4," 12,254,127.00 ",0.57%,89%,2.64,9%,0%,5,9%,9%,121.95,1,5," 12,572,906.00 ",0.29%,2324%,2.8,9%,0%,5,6%,7%,111.93,0,5," 10,026,766.00 ",0.32%,3257%,0,9%,0%,0,5%,7%,109.51,0,5," 7,691,927.00 ",0.35%,4350%,0,9%,0%,0,5%,9%,102.55,0,5," 5,430,466.00 ",0.41%,5242%,0,9%,0%,0,6%,9%,101.88,0,2," 4,056,451.00 ",0.49%,2434%,0,10%,0%,0,5%,10%,103.37,0,2," 3,596,006.00 ",0.52%,2397%,0,11%,0%,0,7%,10%,101.78,0,2," 3,163,424.00 ",0.57%,2624%,0,13%,0%,0,7%,13%,103.78,0,2," 2,710,603.00 ",0.63%,1534%,0,13%,0%,0,7%,10%,101.78
667,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,776," 1,040,729,664.00 ",0.76%,68%,2.24,13%,0%,1,5%,11%,134.8,0,792," 1,124,763,571.00 ",0.75%,195%,0,10%,0%,0,7%,13%,151.77,1,829," 1,048,368,706.00 ",0.76%,208%,3.38,10%,0%,5,9%,9%,121.95,1,948," 972,927,837.00 ",0.78%,184%,3.54,10%,0%,5,6%,7%,111.93,0,832," 907,637,508.00 ",0.75%,300%,0,10%,0%,0,5%,7%,109.51,0,0," 819,516,552.00 ",0.77%,375%,0,10%,0%,0,5%,9%,102.55,0,0," 723,641,215.00 ",0.85%,394%,0,9%,0%,0,6%,9%,101.88,0,0," 637,669,551.00 ",0.77%,348%,0,10%,0%,0,5%,10%,103.37,0,0," 559,041,891.00 ",1.22%,192%,0,10%,0%,0,7%,10%,101.78,0,0," 510,093,720.00 ",0.20%,256%,0,13%,0%,0,7%,13%,103.78,0,785," 441,173,611.00 ",0.21%,146%,0,13%,0%,0,7%,10%,101.78
669,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,24," 73,836,176.00 ",0.25%,1304%,1.4,9%,0%,1,5%,11%,134.8,0,26," 64,025,449.00 ",0.24%,39%,0,11%,0%,0,7%,13%,151.77,1,22," 79,985,413.00 ",0.53%,70%,2.46,9%,0%,5,9%,9%,121.95,1,0," 84,844,340.00 ",0.23%,5521%,2.72,97%,0%,5,6%,7%,111.93,0,23," 74,462,269.00 ",0.24%,776%,0,9%,0%,0,5%,7%,109.51,0,23," 64,614,984.00 ",0.24%,1736%,0,10%,0%,0,5%,9%,102.55,0,24," 54,929,950.00 ",0.25%,2155%,0,10%,0%,0,6%,9%,101.88,0,32," 46,297,803.00 ",0.26%,622%,0,10%,0%,0,5%,10%,103.37,0,686," 80,747,813.00 ",0.22%,493%,0,10%,0%,0,7%,10%,101.78,0,21," 33,505,145.00 ",0.28%,4480%,0,12%,0%,0,7%,13%,103.78,0,25," 26,562,951.00 ",0.30%,1991%,0,13%,1%,0,7%,10%,101.78
67,Transitioning,Defined Contribution,Pension Scheme,Guaranteed funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0," 3,299,250.00 ",0.00%,11%,0,8%,0%,0,5%,10%,103.37,0,0," 11,479,195.00 ",0.00%,3421650%,0,2%,43%,0,7%,10%,101.78,0,0," 11,273,902.00 ",0.00%,2%,0,2%,0%,0,7%,13%,103.78,0,0," 21,613,692.00 ",0.00%,21%,0,7%,0%,0,7%,10%,101.78
670,Active,Defined Contribution,Pension Scheme,Segregated funds,1,585," 339,475,823.00 ",1.78%,306%,3.09,15%,0%,1,5%,11%,134.8,0,501," 284,161,398.00 ",0.97%,149%,0,4%,0%,0,7%,13%,151.77,1,506," 270,198,851.00 ",1.22%,225%,3.13,5%,0%,1,9%,9%,121.95,1,543," 244,194,478.00 ",1.17%,185%,2.53,5%,0%,5,6%,7%,111.93,0,554," 224,220,289.00 ",0.94%,183%,0,5%,0%,0,5%,7%,109.51,0,533," 205,610,896.00 ",1.31%,333%,0,10%,0%,0,5%,9%,102.55,0,504," 170,634,061.00 ",1.01%,183%,0,9%,0%,0,6%,9%,101.88,0,480," 152,395,832.00 ",0.65%,208%,0,10%,0%,0,5%,10%,103.37,0,522," 129,645,634.00 ",0.87%,328%,0,9%,0%,0,7%,10%,101.78,0,0," 104,203,831.00 ",0.69%,357%,0,10%,0%,0,7%,13%,103.78,0,0," 80,213,643.00 ",0.55%,291%,0,10%,0%,0,7%,10%,101.78
674,Active,Defined Contribution,Provident Fund,Segregated funds,1,165," 429,624,736.00 ",0.87%,59%,3.1,10%,0%,5,5%,11%,134.8,0,201," 460,150,659.00 ",0.83%,49%,0,11%,0%,0,7%,13%,151.77,1,256," 513,447,718.00 ",0.88%,124%,3.24,10%,0%,5,9%,9%,121.95,1,268," 503,531,936.00 ",0.92%,100%,3.38,10%,0%,5,6%,7%,111.93,0,254," 503,652,892.00 ",0.96%,60%,0,11%,0%,0,5%,7%,109.51,0,273," 539,345,426.00 ",0.85%,113%,0,10%,0%,0,5%,9%,102.55,0,293," 533,003,929.00 ",0.83%,263%,0,12%,0%,0,6%,9%,101.88,0,307," 493,090,540.00 ",1.30%,189%,0,11%,0%,0,5%,10%,103.37,0,363," 465,976,598.00 ",1.12%,256%,0,11%,0%,0,7%,10%,101.78,0,320," 425,676,863.00 ",1.36%,100%,0,14%,0%,0,7%,13%,103.78,,,,,,,,,,,,
